cell_line,agent,perturbation,replicate,time,concentration,cell_count,cell_count__ctrl,cell_count__time0
PT400ROVp6,Drug A,0,1,46,0.0078125,0.378572153,0.319229462,0.137623887
PT400ROVp6,Drug A,0,1,46,0.015625,0.399967253,0.319229462,0.137623887
PT400ROVp6,Drug A,0,1,46,0.03125,0.382618953,0.319229462,0.137623887
PT400ROVp6,Drug A,0,1,46,0.0625,0.361067053,0.319229462,0.137623887
PT400ROVp6,Drug A,0,1,46,0.125,0.373173753,0.319229462,0.137623887
PT400ROVp6,Drug A,0,1,46,0.25,0.349903553,0.319229462,0.137623887
PT400ROVp6,Drug A,0,1,46,0.5,0.367384353,0.319229462,0.137623887
PT400ROVp6,Drug A,0,1,46,1,0.294438353,0.319229462,0.137623887
PT400ROVp6,Drug A,0,1,46,2,0.331404653,0.319229462,0.137623887
PT400ROVp6,Drug A,0,1,46,4,0.317581153,0.319229462,0.137623887
PT400ROVp6,Drug A,0,1,46,8,0.276868053,0.319229462,0.137623887
PT400ROVp6,Drug A,0,1,46,16,0.189627353,0.319229462,0.137623887
PT400ROVp6,Drug A,0,1,46,32,0.159837653,0.319229462,0.137623887
PT400ROVp6,Drug A,0,1,46,64,0.122537553,0.319229462,0.137623887
PT400ROVp6,Drug A,0,1,46,128,0.112226653,0.319229462,0.137623887
PT400ROVp6,Drug A,0,1,46,256,0.109948653,0.319229462,0.137623887
PT400ROVp6,Drug A,0,2,46,0.0078125,0.386270353,0.319229462,0.137623887
PT400ROVp6,Drug A,0,2,46,0.015625,0.376679353,0.319229462,0.137623887
PT400ROVp6,Drug A,0,2,46,0.03125,0.351368753,0.319229462,0.137623887
PT400ROVp6,Drug A,0,2,46,0.0625,0.385229753,0.319229462,0.137623887
PT400ROVp6,Drug A,0,2,46,0.125,0.376395053,0.319229462,0.137623887
PT400ROVp6,Drug A,0,2,46,0.25,0.354026653,0.319229462,0.137623887
PT400ROVp6,Drug A,0,2,46,0.5,0.314072453,0.319229462,0.137623887
PT400ROVp6,Drug A,0,2,46,1,0.345391753,0.319229462,0.137623887
PT400ROVp6,Drug A,0,2,46,2,0.345813653,0.319229462,0.137623887
PT400ROVp6,Drug A,0,2,46,4,0.322217953,0.319229462,0.137623887
PT400ROVp6,Drug A,0,2,46,8,,0.319229462,0.137623887
PT400ROVp6,Drug A,0,2,46,16,0.201634553,0.319229462,0.137623887
PT400ROVp6,Drug A,0,2,46,32,0.139005653,0.319229462,0.137623887
PT400ROVp6,Drug A,0,2,46,64,0.121408053,0.319229462,0.137623887
PT400ROVp6,Drug A,0,2,46,128,0.103309053,0.319229462,0.137623887
PT400ROVp6,Drug A,0,2,46,256,0.122327953,0.319229462,0.137623887
PT400ROVp6,Drug A,0,3,46,0.0078125,0.401095953,0.319229462,0.137623887
PT400ROVp6,Drug A,0,3,46,0.015625,0.387337253,0.319229462,0.137623887
PT400ROVp6,Drug A,0,3,46,0.03125,0.367449353,0.319229462,0.137623887
PT400ROVp6,Drug A,0,3,46,0.0625,0.372861053,0.319229462,0.137623887
PT400ROVp6,Drug A,0,3,46,0.125,,0.319229462,0.137623887
PT400ROVp6,Drug A,0,3,46,0.25,0.369966953,0.319229462,0.137623887
PT400ROVp6,Drug A,0,3,46,0.5,0.336849553,0.319229462,0.137623887
PT400ROVp6,Drug A,0,3,46,1,0.353401653,0.319229462,0.137623887
PT400ROVp6,Drug A,0,3,46,2,0.341721453,0.319229462,0.137623887
PT400ROVp6,Drug A,0,3,46,4,0.332470753,0.319229462,0.137623887
PT400ROVp6,Drug A,0,3,46,8,0.276550353,0.319229462,0.137623887
PT400ROVp6,Drug A,0,3,46,16,0.218552753,0.319229462,0.137623887
PT400ROVp6,Drug A,0,3,46,32,0.145704853,0.319229462,0.137623887
PT400ROVp6,Drug A,0,3,46,64,0.124139853,0.319229462,0.137623887
PT400ROVp6,Drug A,0,3,46,128,0.107143753,0.319229462,0.137623887
PT400ROVp6,Drug A,0,3,46,256,0.112449453,0.319229462,0.137623887
PT400LOVp7,Drug A,0,1,22,0.0078125,,0.285128573,0.19070262
PT400LOVp7,Drug A,0,1,22,0.015625,0.392747953,0.285128573,0.19070262
PT400LOVp7,Drug A,0,1,22,0.03125,0.325190453,0.285128573,0.19070262
PT400LOVp7,Drug A,0,1,22,0.0625,0.278751153,0.285128573,0.19070262
PT400LOVp7,Drug A,0,1,22,0.125,0.394745153,0.285128573,0.19070262
PT400LOVp7,Drug A,0,1,22,0.25,0.403364653,0.285128573,0.19070262
PT400LOVp7,Drug A,0,1,22,0.5,0.291123353,0.285128573,0.19070262
PT400LOVp7,Drug A,0,1,22,1,0.291774953,0.285128573,0.19070262
PT400LOVp7,Drug A,0,1,22,2,0.328396753,0.285128573,0.19070262
PT400LOVp7,Drug A,0,1,22,4,0.353344253,0.285128573,0.19070262
PT400LOVp7,Drug A,0,1,22,8,0.292513453,0.285128573,0.19070262
PT400LOVp7,Drug A,0,1,22,16,0.288796753,0.285128573,0.19070262
PT400LOVp7,Drug A,0,1,22,32,0.248032753,0.285128573,0.19070262
PT400LOVp7,Drug A,0,1,22,64,0.256064853,0.285128573,0.19070262
PT400LOVp7,Drug A,0,1,22,128,0.248787953,0.285128573,0.19070262
PT400LOVp7,Drug A,0,1,22,256,0.257373153,0.285128573,0.19070262
PT400LOVp7,Drug A,0,2,22,0.0078125,,0.285128573,0.19070262
PT400LOVp7,Drug A,0,2,22,0.015625,0.386147753,0.285128573,0.19070262
PT400LOVp7,Drug A,0,2,22,0.03125,0.308734153,0.285128573,0.19070262
PT400LOVp7,Drug A,0,2,22,0.0625,0.290846053,0.285128573,0.19070262
PT400LOVp7,Drug A,0,2,22,0.125,0.398155253,0.285128573,0.19070262
PT400LOVp7,Drug A,0,2,22,0.25,0.331597353,0.285128573,0.19070262
PT400LOVp7,Drug A,0,2,22,0.5,0.273035953,0.285128573,0.19070262
PT400LOVp7,Drug A,0,2,22,1,0.287153953,0.285128573,0.19070262
PT400LOVp7,Drug A,0,2,22,2,0.426394253,0.285128573,0.19070262
PT400LOVp7,Drug A,0,2,22,4,0.311206053,0.285128573,0.19070262
PT400LOVp7,Drug A,0,2,22,8,0.256834253,0.285128573,0.19070262
PT400LOVp7,Drug A,0,2,22,16,0.284969653,0.285128573,0.19070262
PT400LOVp7,Drug A,0,2,22,32,0.323748353,0.285128573,0.19070262
PT400LOVp7,Drug A,0,2,22,64,0.245151753,0.285128573,0.19070262
PT400LOVp7,Drug A,0,2,22,128,0.218108253,0.285128573,0.19070262
PT400LOVp7,Drug A,0,2,22,256,0.214051253,0.285128573,0.19070262
PT400LOVp7,Drug A,0,3,22,0.0078125,,0.285128573,0.19070262
PT400LOVp7,Drug A,0,3,22,0.015625,0.362382253,0.285128573,0.19070262
PT400LOVp7,Drug A,0,3,22,0.03125,0.294181753,0.285128573,0.19070262
PT400LOVp7,Drug A,0,3,22,0.0625,0.342208953,0.285128573,0.19070262
PT400LOVp7,Drug A,0,3,22,0.125,0.403790553,0.285128573,0.19070262
PT400LOVp7,Drug A,0,3,22,0.25,0.307457553,0.285128573,0.19070262
PT400LOVp7,Drug A,0,3,22,0.5,0.268597453,0.285128573,0.19070262
PT400LOVp7,Drug A,0,3,22,1,0.290928053,0.285128573,0.19070262
PT400LOVp7,Drug A,0,3,22,2,0.341254253,0.285128573,0.19070262
PT400LOVp7,Drug A,0,3,22,4,0.292580653,0.285128573,0.19070262
PT400LOVp7,Drug A,0,3,22,8,0.267082553,0.285128573,0.19070262
PT400LOVp7,Drug A,0,3,22,16,0.255930453,0.285128573,0.19070262
PT400LOVp7,Drug A,0,3,22,32,0.280175453,0.285128573,0.19070262
PT400LOVp7,Drug A,0,3,22,64,0.233703553,0.285128573,0.19070262
PT400LOVp7,Drug A,0,3,22,128,0.213270253,0.285128573,0.19070262
PT400LOVp7,Drug A,0,3,22,256,0.233855253,0.285128573,0.19070262
PT400LOVp7,Drug A,0,1,46,0.0078125,0.376605853,0.435404635,0.19070262
PT400LOVp7,Drug A,0,1,46,0.015625,0.435453153,0.435404635,0.19070262
PT400LOVp7,Drug A,0,1,46,0.03125,0.487003653,0.435404635,0.19070262
PT400LOVp7,Drug A,0,1,46,0.0625,0.502430953,0.435404635,0.19070262
PT400LOVp7,Drug A,0,1,46,0.125,0.463862853,0.435404635,0.19070262
PT400LOVp7,Drug A,0,1,46,0.25,0.427642453,0.435404635,0.19070262
PT400LOVp7,Drug A,0,1,46,0.5,0.451204753,0.435404635,0.19070262
PT400LOVp7,Drug A,0,1,46,1,0.443165353,0.435404635,0.19070262
PT400LOVp7,Drug A,0,1,46,2,0.435107653,0.435404635,0.19070262
PT400LOVp7,Drug A,0,1,46,4,0.457605053,0.435404635,0.19070262
PT400LOVp7,Drug A,0,1,46,8,0.390127753,0.435404635,0.19070262
PT400LOVp7,Drug A,0,1,46,16,0.323385853,0.435404635,0.19070262
PT400LOVp7,Drug A,0,1,46,32,0.316417753,0.435404635,0.19070262
PT400LOVp7,Drug A,0,1,46,64,0.288896053,0.435404635,0.19070262
PT400LOVp7,Drug A,0,1,46,128,0.279294753,0.435404635,0.19070262
PT400LOVp7,Drug A,0,1,46,256,0.306938353,0.435404635,0.19070262
PT400LOVp7,Drug A,0,2,46,0.0078125,0.391480953,0.435404635,0.19070262
PT400LOVp7,Drug A,0,2,46,0.015625,,0.435404635,0.19070262
PT400LOVp7,Drug A,0,2,46,0.03125,0.439364153,0.435404635,0.19070262
PT400LOVp7,Drug A,0,2,46,0.0625,0.490526753,0.435404635,0.19070262
PT400LOVp7,Drug A,0,2,46,0.125,0.378673853,0.435404635,0.19070262
PT400LOVp7,Drug A,0,2,46,0.25,0.420333053,0.435404635,0.19070262
PT400LOVp7,Drug A,0,2,46,0.5,0.430319253,0.435404635,0.19070262
PT400LOVp7,Drug A,0,2,46,1,0.428076653,0.435404635,0.19070262
PT400LOVp7,Drug A,0,2,46,2,0.411259353,0.435404635,0.19070262
PT400LOVp7,Drug A,0,2,46,4,0.430529853,0.435404635,0.19070262
PT400LOVp7,Drug A,0,2,46,8,0.320700053,0.435404635,0.19070262
PT400LOVp7,Drug A,0,2,46,16,0.329264053,0.435404635,0.19070262
PT400LOVp7,Drug A,0,2,46,32,0.303574253,0.435404635,0.19070262
PT400LOVp7,Drug A,0,2,46,64,0.287919753,0.435404635,0.19070262
PT400LOVp7,Drug A,0,2,46,128,0.259771153,0.435404635,0.19070262
PT400LOVp7,Drug A,0,2,46,256,0.292759853,0.435404635,0.19070262
PT400LOVp7,Drug A,0,3,46,0.0078125,0.457481653,0.435404635,0.19070262
PT400LOVp7,Drug A,0,3,46,0.015625,0.437319753,0.435404635,0.19070262
PT400LOVp7,Drug A,0,3,46,0.03125,0.467605353,0.435404635,0.19070262
PT400LOVp7,Drug A,0,3,46,0.0625,0.471977253,0.435404635,0.19070262
PT400LOVp7,Drug A,0,3,46,0.125,0.402419853,0.435404635,0.19070262
PT400LOVp7,Drug A,0,3,46,0.25,,0.435404635,0.19070262
PT400LOVp7,Drug A,0,3,46,0.5,0.460169853,0.435404635,0.19070262
PT400LOVp7,Drug A,0,3,46,1,0.468031353,0.435404635,0.19070262
PT400LOVp7,Drug A,0,3,46,2,0.415698453,0.435404635,0.19070262
PT400LOVp7,Drug A,0,3,46,4,0.452761353,0.435404635,0.19070262
PT400LOVp7,Drug A,0,3,46,8,0.361433753,0.435404635,0.19070262
PT400LOVp7,Drug A,0,3,46,16,0.349277553,0.435404635,0.19070262
PT400LOVp7,Drug A,0,3,46,32,0.321042353,0.435404635,0.19070262
PT400LOVp7,Drug A,0,3,46,64,,0.435404635,0.19070262
PT400LOVp7,Drug A,0,3,46,128,0.286106253,0.435404635,0.19070262
PT400LOVp7,Drug A,0,3,46,256,0.311197553,0.435404635,0.19070262
PT217RCGp15,Drug A,0,1,22,0.0078125,,0.151365055,0.115904053
PT217RCGp15,Drug A,0,1,22,0.015625,,0.151365055,0.115904053
PT217RCGp15,Drug A,0,1,22,0.03125,0.166360053,0.151365055,0.115904053
PT217RCGp15,Drug A,0,1,22,0.0625,0.169138153,0.151365055,0.115904053
PT217RCGp15,Drug A,0,1,22,0.125,0.134951653,0.151365055,0.115904053
PT217RCGp15,Drug A,0,1,22,0.25,0.202210053,0.151365055,0.115904053
PT217RCGp15,Drug A,0,1,22,0.5,,0.151365055,0.115904053
PT217RCGp15,Drug A,0,1,22,1,,0.151365055,0.115904053
PT217RCGp15,Drug A,0,1,22,2,0.213857653,0.151365055,0.115904053
PT217RCGp15,Drug A,0,1,22,4,0.181493153,0.151365055,0.115904053
PT217RCGp15,Drug A,0,1,22,8,0.158968353,0.151365055,0.115904053
PT217RCGp15,Drug A,0,1,22,16,0.174789853,0.151365055,0.115904053
PT217RCGp15,Drug A,0,1,22,32,0.175813253,0.151365055,0.115904053
PT217RCGp15,Drug A,0,1,22,64,0.170100253,0.151365055,0.115904053
PT217RCGp15,Drug A,0,1,22,128,0.123499353,0.151365055,0.115904053
PT217RCGp15,Drug A,0,1,22,256,0.110799153,0.151365055,0.115904053
PT217RCGp15,Drug A,0,2,22,0.0078125,,0.151365055,0.115904053
PT217RCGp15,Drug A,0,2,22,0.015625,0.205142153,0.151365055,0.115904053
PT217RCGp15,Drug A,0,2,22,0.03125,0.196371553,0.151365055,0.115904053
PT217RCGp15,Drug A,0,2,22,0.0625,0.206441853,0.151365055,0.115904053
PT217RCGp15,Drug A,0,2,22,0.125,0.141997253,0.151365055,0.115904053
PT217RCGp15,Drug A,0,2,22,0.25,0.210182953,0.151365055,0.115904053
PT217RCGp15,Drug A,0,2,22,0.5,0.196554253,0.151365055,0.115904053
PT217RCGp15,Drug A,0,2,22,1,0.209015053,0.151365055,0.115904053
PT217RCGp15,Drug A,0,2,22,2,0.186111753,0.151365055,0.115904053
PT217RCGp15,Drug A,0,2,22,4,0.201880453,0.151365055,0.115904053
PT217RCGp15,Drug A,0,2,22,8,0.178242453,0.151365055,0.115904053
PT217RCGp15,Drug A,0,2,22,16,0.192873853,0.151365055,0.115904053
PT217RCGp15,Drug A,0,2,22,32,0.187702853,0.151365055,0.115904053
PT217RCGp15,Drug A,0,2,22,64,0.157215053,0.151365055,0.115904053
PT217RCGp15,Drug A,0,2,22,128,0.126161653,0.151365055,0.115904053
PT217RCGp15,Drug A,0,2,22,256,0.124117753,0.151365055,0.115904053
PT217RCGp15,Drug A,0,3,22,0.0078125,,0.151365055,0.115904053
PT217RCGp15,Drug A,0,3,22,0.015625,0.227644753,0.151365055,0.115904053
PT217RCGp15,Drug A,0,3,22,0.03125,0.192761453,0.151365055,0.115904053
PT217RCGp15,Drug A,0,3,22,0.0625,0.200409953,0.151365055,0.115904053
PT217RCGp15,Drug A,0,3,22,0.125,,0.151365055,0.115904053
PT217RCGp15,Drug A,0,3,22,0.25,0.190989253,0.151365055,0.115904053
PT217RCGp15,Drug A,0,3,22,0.5,0.198951853,0.151365055,0.115904053
PT217RCGp15,Drug A,0,3,22,1,0.207812853,0.151365055,0.115904053
PT217RCGp15,Drug A,0,3,22,2,0.199912353,0.151365055,0.115904053
PT217RCGp15,Drug A,0,3,22,4,0.185181253,0.151365055,0.115904053
PT217RCGp15,Drug A,0,3,22,8,0.174174753,0.151365055,0.115904053
PT217RCGp15,Drug A,0,3,22,16,0.199352653,0.151365055,0.115904053
PT217RCGp15,Drug A,0,3,22,32,0.179442753,0.151365055,0.115904053
PT217RCGp15,Drug A,0,3,22,64,0.145253053,0.151365055,0.115904053
PT217RCGp15,Drug A,0,3,22,128,0.139871253,0.151365055,0.115904053
PT217RCGp15,Drug A,0,3,22,256,0.121268053,0.151365055,0.115904053
PT217RCGp15,Drug A,0,1,46,0.0078125,0.340019853,0.310728033,0.115904053
PT217RCGp15,Drug A,0,1,46,0.015625,0.362894353,0.310728033,0.115904053
PT217RCGp15,Drug A,0,1,46,0.03125,0.302432753,0.310728033,0.115904053
PT217RCGp15,Drug A,0,1,46,0.0625,0.392396053,0.310728033,0.115904053
PT217RCGp15,Drug A,0,1,46,0.125,0.324318053,0.310728033,0.115904053
PT217RCGp15,Drug A,0,1,46,0.25,0.328835853,0.310728033,0.115904053
PT217RCGp15,Drug A,0,1,46,0.5,0.274322353,0.310728033,0.115904053
PT217RCGp15,Drug A,0,1,46,1,0.313778353,0.310728033,0.115904053
PT217RCGp15,Drug A,0,1,46,2,0.343916153,0.310728033,0.115904053
PT217RCGp15,Drug A,0,1,46,4,0.270176953,0.310728033,0.115904053
PT217RCGp15,Drug A,0,1,46,8,0.228040153,0.310728033,0.115904053
PT217RCGp15,Drug A,0,1,46,16,0.197547153,0.310728033,0.115904053
PT217RCGp15,Drug A,0,1,46,32,0.127410253,0.310728033,0.115904053
PT217RCGp15,Drug A,0,1,46,64,0.115365153,0.310728033,0.115904053
PT217RCGp15,Drug A,0,1,46,128,0.102471753,0.310728033,0.115904053
PT217RCGp15,Drug A,0,1,46,256,0.092169753,0.310728033,0.115904053
PT217RCGp15,Drug A,0,2,46,0.0078125,0.370545153,0.310728033,0.115904053
PT217RCGp15,Drug A,0,2,46,0.015625,0.366055253,0.310728033,0.115904053
PT217RCGp15,Drug A,0,2,46,0.03125,0.371300953,0.310728033,0.115904053
PT217RCGp15,Drug A,0,2,46,0.0625,0.359717753,0.310728033,0.115904053
PT217RCGp15,Drug A,0,2,46,0.125,0.292515253,0.310728033,0.115904053
PT217RCGp15,Drug A,0,2,46,0.25,0.325420453,0.310728033,0.115904053
PT217RCGp15,Drug A,0,2,46,0.5,0.277096953,0.310728033,0.115904053
PT217RCGp15,Drug A,0,2,46,1,0.331844153,0.310728033,0.115904053
PT217RCGp15,Drug A,0,2,46,2,0.307076153,0.310728033,0.115904053
PT217RCGp15,Drug A,0,2,46,4,0.312581553,0.310728033,0.115904053
PT217RCGp15,Drug A,0,2,46,8,0.251082153,0.310728033,0.115904053
PT217RCGp15,Drug A,0,2,46,16,0.229651153,0.310728033,0.115904053
PT217RCGp15,Drug A,0,2,46,32,0.114056653,0.310728033,0.115904053
PT217RCGp15,Drug A,0,2,46,64,0.119326753,0.310728033,0.115904053
PT217RCGp15,Drug A,0,2,46,128,0.104507253,0.310728033,0.115904053
PT217RCGp15,Drug A,0,2,46,256,0.090225553,0.310728033,0.115904053
PT217RCGp15,Drug A,0,3,46,0.0078125,0.396294153,0.310728033,0.115904053
PT217RCGp15,Drug A,0,3,46,0.015625,0.382231953,0.310728033,0.115904053
PT217RCGp15,Drug A,0,3,46,0.03125,0.350779853,0.310728033,0.115904053
PT217RCGp15,Drug A,0,3,46,0.0625,0.376166553,0.310728033,0.115904053
PT217RCGp15,Drug A,0,3,46,0.125,0.374860353,0.310728033,0.115904053
PT217RCGp15,Drug A,0,3,46,0.25,0.341625853,0.310728033,0.115904053
PT217RCGp15,Drug A,0,3,46,0.5,,0.310728033,0.115904053
PT217RCGp15,Drug A,0,3,46,1,0.340155453,0.310728033,0.115904053
PT217RCGp15,Drug A,0,3,46,2,0.315533453,0.310728033,0.115904053
PT217RCGp15,Drug A,0,3,46,4,0.301888653,0.310728033,0.115904053
PT217RCGp15,Drug A,0,3,46,8,0.258962253,0.310728033,0.115904053
PT217RCGp15,Drug A,0,3,46,16,0.221880553,0.310728033,0.115904053
PT217RCGp15,Drug A,0,3,46,32,0.125594653,0.310728033,0.115904053
PT217RCGp15,Drug A,0,3,46,64,0.109299153,0.310728033,0.115904053
PT217RCGp15,Drug A,0,3,46,128,0.096200753,0.310728033,0.115904053
PT217RCGp15,Drug A,0,3,46,256,0.088944753,0.310728033,0.115904053
PT217OBXp12,Drug A,0,1,22,0.0078125,,0.169133053,0.08175962
PT217OBXp12,Drug A,0,1,22,0.015625,,0.169133053,0.08175962
PT217OBXp12,Drug A,0,1,22,0.03125,0.157602953,0.169133053,0.08175962
PT217OBXp12,Drug A,0,1,22,0.0625,0.151126753,0.169133053,0.08175962
PT217OBXp12,Drug A,0,1,22,0.125,0.093979053,0.169133053,0.08175962
PT217OBXp12,Drug A,0,1,22,0.25,0.150035353,0.169133053,0.08175962
PT217OBXp12,Drug A,0,1,22,0.5,0.157354953,0.169133053,0.08175962
PT217OBXp12,Drug A,0,1,22,1,0.136729153,0.169133053,0.08175962
PT217OBXp12,Drug A,0,1,22,2,0.192129253,0.169133053,0.08175962
PT217OBXp12,Drug A,0,1,22,4,0.167088953,0.169133053,0.08175962
PT217OBXp12,Drug A,0,1,22,8,0.138091853,0.169133053,0.08175962
PT217OBXp12,Drug A,0,1,22,16,0.148775853,0.169133053,0.08175962
PT217OBXp12,Drug A,0,1,22,32,0.152856953,0.169133053,0.08175962
PT217OBXp12,Drug A,0,1,22,64,0.117738153,0.169133053,0.08175962
PT217OBXp12,Drug A,0,1,22,128,0.107615353,0.169133053,0.08175962
PT217OBXp12,Drug A,0,1,22,256,0.090175053,0.169133053,0.08175962
PT217OBXp12,Drug A,0,2,22,0.0078125,,0.169133053,0.08175962
PT217OBXp12,Drug A,0,2,22,0.015625,0.143177253,0.169133053,0.08175962
PT217OBXp12,Drug A,0,2,22,0.03125,0.159527353,0.169133053,0.08175962
PT217OBXp12,Drug A,0,2,22,0.0625,0.147628153,0.169133053,0.08175962
PT217OBXp12,Drug A,0,2,22,0.125,0.093053753,0.169133053,0.08175962
PT217OBXp12,Drug A,0,2,22,0.25,0.150875953,0.169133053,0.08175962
PT217OBXp12,Drug A,0,2,22,0.5,0.160046053,0.169133053,0.08175962
PT217OBXp12,Drug A,0,2,22,1,0.144544153,0.169133053,0.08175962
PT217OBXp12,Drug A,0,2,22,2,0.181233053,0.169133053,0.08175962
PT217OBXp12,Drug A,0,2,22,4,0.164187253,0.169133053,0.08175962
PT217OBXp12,Drug A,0,2,22,8,0.127892753,0.169133053,0.08175962
PT217OBXp12,Drug A,0,2,22,16,0.137039053,0.169133053,0.08175962
PT217OBXp12,Drug A,0,2,22,32,0.135443853,0.169133053,0.08175962
PT217OBXp12,Drug A,0,2,22,64,0.119785153,0.169133053,0.08175962
PT217OBXp12,Drug A,0,2,22,128,0.114357853,0.169133053,0.08175962
PT217OBXp12,Drug A,0,2,22,256,0.092915153,0.169133053,0.08175962
PT217OBXp12,Drug A,0,3,22,0.0078125,,0.169133053,0.08175962
PT217OBXp12,Drug A,0,3,22,0.015625,0.160268553,0.169133053,0.08175962
PT217OBXp12,Drug A,0,3,22,0.03125,0.163279753,0.169133053,0.08175962
PT217OBXp12,Drug A,0,3,22,0.0625,0.159608153,0.169133053,0.08175962
PT217OBXp12,Drug A,0,3,22,0.125,,0.169133053,0.08175962
PT217OBXp12,Drug A,0,3,22,0.25,,0.169133053,0.08175962
PT217OBXp12,Drug A,0,3,22,0.5,0.153181953,0.169133053,0.08175962
PT217OBXp12,Drug A,0,3,22,1,0.184286853,0.169133053,0.08175962
PT217OBXp12,Drug A,0,3,22,2,0.184308353,0.169133053,0.08175962
PT217OBXp12,Drug A,0,3,22,4,0.149110953,0.169133053,0.08175962
PT217OBXp12,Drug A,0,3,22,8,0.145771853,0.169133053,0.08175962
PT217OBXp12,Drug A,0,3,22,16,0.159237953,0.169133053,0.08175962
PT217OBXp12,Drug A,0,3,22,32,0.123421853,0.169133053,0.08175962
PT217OBXp12,Drug A,0,3,22,64,0.138030953,0.169133053,0.08175962
PT217OBXp12,Drug A,0,3,22,128,0.125592353,0.169133053,0.08175962
PT217OBXp12,Drug A,0,3,22,256,0.075799853,0.169133053,0.08175962
PT217OBXp12,Drug A,0,1,46,0.0078125,0.304472253,0.267254437,0.08175962
PT217OBXp12,Drug A,0,1,46,0.015625,0.306767453,0.267254437,0.08175962
PT217OBXp12,Drug A,0,1,46,0.03125,0.329409853,0.267254437,0.08175962
PT217OBXp12,Drug A,0,1,46,0.0625,0.288540753,0.267254437,0.08175962
PT217OBXp12,Drug A,0,1,46,0.125,0.287548753,0.267254437,0.08175962
PT217OBXp12,Drug A,0,1,46,0.25,0.287455853,0.267254437,0.08175962
