cell_line	agent	perturbation	replicate	time	concentration	cell_count	cell_count__ctrl	cell_count__time0
MCF10A	drugD	0	2	48	0.003162	329	336	94
MCF10A	drugD	0	2	48	0.01	374	336	94
MCF10A	drugD	0	2	48	0.03162	283	336	94
MCF10A	drugD	0	2	48	0.1	200	336	94
MCF10A	drugD	0	2	48	0.3162	111	336	94
MCF10A	drugD	0	2	48	1	123	336	94
MCF10A	drugD	0	2	48	3.162	123	336	94
MCF10A	drugD	0	2	48	10	101	336	94
MCF10A	drugA	0	1	72	0.001	670	633	94
MCF10A	drugA	0	1	72	0.003162	564	633	94
MCF10A	drugA	0	1	72	0.01	582	633	94
MCF10A	drugA	0	1	72	0.03162	579	633	94
MCF10A	drugA	0	1	72	0.1	687	633	94
MCF10A	drugA	0	1	72	0.3162	654	633	94
MCF10A	drugA	0	1	72	1	479	633	94
MCF10A	drugA	0	1	72	3.162	294	633	94
MCF10A	drugA	0	1	72	10	233	633	94
MCF10A	drugB	0	1	72	0.001	561	633	94
MCF10A	drugB	0	1	72	0.003162	641	633	94
MCF10A	drugB	0	1	72	0.01	664	633	94
MCF10A	drugB	0	1	72	0.03162	568	633	94
MCF10A	drugB	0	1	72	0.1	610	633	94
MCF10A	drugB	0	1	72	0.3162	562	633	94
MCF10A	drugB	0	1	72	1	425	633	94
MCF10A	drugB	0	1	72	3.162	182	633	94
MCF10A	drugB	0	1	72	10	192	633	94
MCF10A	drugC	0	1	72	0.001	660	633	94
MCF10A	drugC	0	1	72	0.003162	671	633	94
MCF10A	drugC	0	1	72	0.01	701	633	94
MCF10A	drugC	0	1	72	0.03162	607	633	94
MCF10A	drugC	0	1	72	0.1	632	633	94
MCF10A	drugC	0	1	72	0.3162	415	633	94
MCF10A	drugC	0	1	72	1	355	633	94
MCF10A	drugC	0	1	72	3.162	328	633	94
MCF10A	drugC	0	1	72	10	376	633	94
MCF10A	drugD	0	1	72	0.001	632	633	94
MCF10A	drugD	0	1	72	0.003162	697	633	94
MCF10A	drugD	0	1	72	0.01	627	633	94
MCF10A	drugD	0	1	72	0.03162	497	633	94
MCF10A	drugD	0	1	72	0.1	451	633	94
MCF10A	drugD	0	1	72	0.3162	169	633	94
MCF10A	drugD	0	1	72	1	134	633	94
MCF10A	drugD	0	1	72	3.162	146	633	94
MCF10A	drugD	0	1	72	10	155	633	94
MCF10A	drugA	0	2	72	0.001	696	657	94
MCF10A	drugA	0	2	72	0.003162	648	657	94
MCF10A	drugA	0	2	72	0.01	575	657	94
MCF10A	drugA	0	2	72	0.03162	704	657	94
MCF10A	drugA	0	2	72	0.1	595	657	94
MCF10A	drugA	0	2	72	0.3162	529	657	94
MCF10A	drugA	0	2	72	1	610	657	94
MCF10A	drugA	0	2	72	3.162	377	657	94
MCF10A	drugA	0	2	72	10	232	657	94
MCF10A	drugB	0	2	72	0.001	633	657	94
MCF10A	drugB	0	2	72	0.003162	538	657	94
MCF10A	drugB	0	2	72	0.01	532	657	94
MCF10A	drugB	0	2	72	0.03162	658	657	94
MCF10A	drugB	0	2	72	0.1	505	657	94
MCF10A	drugB	0	2	72	0.3162	458	657	94
MCF10A	drugB	0	2	72	1	332	657	94
MCF10A	drugB	0	2	72	3.162	173	657	94
MCF10A	drugB	0	2	72	10	198	657	94
MCF10A	drugC	0	2	72	0.001	509	657	94
MCF10A	drugC	0	2	72	0.003162	582	657	94
MCF10A	drugC	0	2	72	0.01	644	657	94
MCF10A	drugC	0	2	72	0.03162	594	657	94
MCF10A	drugC	0	2	72	0.1	551	657	94
MCF10A	drugC	0	2	72	0.3162	481	657	94
MCF10A	drugC	0	2	72	1	385	657	94
MCF10A	drugC	0	2	72	3.162	341	657	94
MCF10A	drugC	0	2	72	10	340	657	94
MCF10A	drugD	0	2	72	0.001	642	657	94
MCF10A	drugD	0	2	72	0.003162	563	657	94
MCF10A	drugD	0	2	72	0.01	542	657	94
MCF10A	drugD	0	2	72	0.03162	601	657	94
MCF10A	drugD	0	2	72	0.1	374	657	94
MCF10A	drugD	0	2	72	0.3162	190	657	94
MCF10A	drugD	0	2	72	1	128	657	94
MCF10A	drugD	0	2	72	3.162	132	657	94
MCF10A	drugD	0	2	72	10	117	657	94
MCF10A	drugA	1	1	48	0.001	247	263	100
MCF10A	drugA	1	1	48	0.003162	289	263	100
MCF10A	drugA	1	1	48	0.01	282	263	100
MCF10A	drugA	1	1	48	0.03162	264	263	100
MCF10A	drugA	1	1	48	0.1	310	263	100
MCF10A	drugA	1	1	48	0.3162	307	263	100
MCF10A	drugA	1	1	48	1	206	263	100
MCF10A	drugA	1	1	48	3.162	176	263	100
MCF10A	drugA	1	1	48	10	156	263	100
MCF10A	drugB	1	1	48	0.001	240	263	100
MCF10A	drugB	1	1	48	0.003162	271	263	100
MCF10A	drugB	1	1	48	0.01	297	263	100
MCF10A	drugB	1	1	48	0.03162	264	263	100
MCF10A	drugB	1	1	48	0.1	247	263	100
MCF10A	drugB	1	1	48	0.3162	250	263	100
MCF10A	drugB	1	1	48	1	190	263	100
MCF10A	drugB	1	1	48	3.162	140	263	100
MCF10A	drugB	1	1	48	10	124	263	100
MCF10A	drugC	1	1	48	0.001	284	263	100
MCF10A	drugC	1	1	48	0.003162	290	263	100
MCF10A	drugC	1	1	48	0.01	296	263	100
MCF10A	drugC	1	1	48	0.03162	260	263	100
MCF10A	drugC	1	1	48	0.1	265	263	100
MCF10A	drugC	1	1	48	0.3162	221	263	100
MCF10A	drugC	1	1	48	1	213	263	100
MCF10A	drugC	1	1	48	3.162	194	263	100
MCF10A	drugC	1	1	48	10	209	263	100
MCF10A	drugD	1	1	48	0.001	230	263	100
MCF10A	drugD	1	1	48	0.003162	273	263	100
MCF10A	drugD	1	1	48	0.01	296	263	100
MCF10A	drugD	1	1	48	0.03162	265	263	100
MCF10A	drugD	1	1	48	0.1	215	263	100
MCF10A	drugD	1	1	48	0.3162	144	263	100
MCF10A	drugD	1	1	48	1	102	263	100
MCF10A	drugD	1	1	48	3.162	126	263	100
MCF10A	drugD	1	1	48	10	128	263	100
MCF10A	drugA	1	2	48	0.001	258	251	100
MCF10A	drugA	1	2	48	0.003162	257	251	100
MCF10A	drugA	1	2	48	0.01	239	251	100
MCF10A	drugA	1	2	48	0.03162	264	251	100
MCF10A	drugA	1	2	48	0.1	240	251	100
MCF10A	drugA	1	2	48	0.3162	235	251	100
MCF10A	drugA	1	2	48	1	247	251	100
MCF10A	drugA	1	2	48	3.162	183	251	100
MCF10A	drugA	1	2	48	10	163	251	100
MCF10A	drugB	1	2	48	0.001	236	251	100
MCF10A	drugB	1	2	48	0.003162	281	251	100
MCF10A	drugB	1	2	48	0.01	231	251	100
MCF10A	drugB	1	2	48	0.03162	264	251	100
MCF10A	drugB	1	2	48	0.1	262	251	100
MCF10A	drugB	1	2	48	0.3162	250	251	100
MCF10A	drugB	1	2	48	1	207	251	100
MCF10A	drugB	1	2	48	3.162	133	251	100
MCF10A	drugB	1	2	48	10	158	251	100
MCF10A	drugC	1	2	48	0.001	305	251	100
MCF10A	drugC	1	2	48	0.003162	282	251	100
MCF10A	drugC	1	2	48	0.01	265	251	100
MCF10A	drugC	1	2	48	0.03162	302	251	100
MCF10A	drugC	1	2	48	0.1	252	251	100
MCF10A	drugC	1	2	48	0.3162	215	251	100
MCF10A	drugC	1	2	48	1	221	251	100
MCF10A	drugC	1	2	48	3.162	187	251	100
MCF10A	drugC	1	2	48	10	211	251	100
MCF10A	drugD	1	2	48	0.001	293	251	100
MCF10A	drugD	1	2	48	0.003162	212	251	100
MCF10A	drugD	1	2	48	0.01	227	251	100
MCF10A	drugD	1	2	48	0.03162	290	251	100
MCF10A	drugD	1	2	48	0.1	203	251	100
MCF10A	drugD	1	2	48	0.3162	124	251	100
MCF10A	drugD	1	2	48	1	132	251	100
MCF10A	drugD	1	2	48	3.162	103	251	100
MCF10A	drugD	1	2	48	10	111	251	100
MCF10A	drugA	1	1	72	0.001	455	420	100
MCF10A	drugA	1	1	72	0.003162	418	420	100
MCF10A	drugA	1	1	72	0.01	485	420	100
MCF10A	drugA	1	1	72	0.03162	450	420	100
MCF10A	drugA	1	1	72	0.1	357	420	100
MCF10A	drugA	1	1	72	0.3162	454	420	100
MCF10A	drugA	1	1	72	1	393	420	100
MCF10A	drugA	1	1	72	3.162	265	420	100
MCF10A	drugA	1	1	72	10	196	420	100
MCF10A	drugB	1	1	72	0.001	358	420	100
MCF10A	drugB	1	1	72	0.003162	387	420	100
MCF10A	drugB	1	1	72	0.01	396	420	100
MCF10A	drugB	1	1	72	0.03162	389	420	100
MCF10A	drugB	1	1	72	0.1	418	420	100
MCF10A	drugB	1	1	72	0.3162	409	420	100
MCF10A	drugB	1	1	72	1	373	420	100
MCF10A	drugB	1	1	72	3.162	209	420	100
MCF10A	drugB	1	1	72	10	140	420	100
MCF10A	drugC	1	1	72	0.001	457	420	100
MCF10A	drugC	1	1	72	0.003162	429	420	100
MCF10A	drugC	1	1	72	0.01	461	420	100
MCF10A	drugC	1	1	72	0.03162	455	420	100
MCF10A	drugC	1	1	72	0.1	419	420	100
MCF10A	drugC	1	1	72	0.3162	332	420	100
MCF10A	drugC	1	1	72	1	258	420	100
MCF10A	drugC	1	1	72	3.162	337	420	100
MCF10A	drugC	1	1	72	10	319	420	100
MCF10A	drugD	1	1	72	0.001	380	420	100
MCF10A	drugD	1	1	72	0.003162	515	420	100
MCF10A	drugD	1	1	72	0.01	399	420	100
MCF10A	drugD	1	1	72	0.03162	342	420	100
MCF10A	drugD	1	1	72	0.1	249	420	100
MCF10A	drugD	1	1	72	0.3162	160	420	100
MCF10A	drugD	1	1	72	1	134	420	100
MCF10A	drugD	1	1	72	3.162	108	420	100
MCF10A	drugD	1	1	72	10	121	420	100
MCF10A	drugA	1	2	72	0.001	470	455	100
MCF10A	drugA	1	2	72	0.003162	464	455	100
MCF10A	drugA	1	2	72	0.01	463	455	100
MCF10A	drugA	1	2	72	0.03162	446	455	100
MCF10A	drugA	1	2	72	0.1	449	455	100
MCF10A	drugA	1	2	72	0.3162	455	455	100
MCF10A	drugA	1	2	72	1	305	455	100
MCF10A	drugA	1	2	72	3.162	253	455	100
MCF10A	drugA	1	2	72	10	203	455	100
MCF10A	drugB	1	2	72	0.001	479	455	100
MCF10A	drugB	1	2	72	0.003162	459	455	100
MCF10A	drugB	1	2	72	0.01	482	455	100
MCF10A	drugB	1	2	72	0.03162	360	455	100
MCF10A	drugB	1	2	72	0.1	363	455	100
MCF10A	drugB	1	2	72	0.3162	438	455	100
MCF10A	drugB	1	2	72	1	341	455	100
MCF10A	drugB	1	2	72	3.162	167	455	100
MCF10A	drugB	1	2	72	10	166	455	100
MCF10A	drugC	1	2	72	0.001	402	455	100
MCF10A	drugC	1	2	72	0.003162	431	455	100
MCF10A	drugC	1	2	72	0.01	475	455	100
MCF10A	drugC	1	2	72	0.03162	452	455	100
MCF10A	drugC	1	2	72	0.1	438	455	100
MCF10A	drugC	1	2	72	0.3162	339	455	100
MCF10A	drugC	1	2	72	1	272	455	100
MCF10A	drugC	1	2	72	3.162	336	455	100
MCF10A	drugC	1	2	72	10	253	455	100
MCF10A	drugD	1	2	72	0.001	400	455	100
MCF10A	drugD	1	2	72	0.003162	358	455	100
MCF10A	drugD	1	2	72	0.01	454	455	100
MCF10A	drugD	1	2	72	0.03162	355	455	100
MCF10A	drugD	1	2	72	0.1	300	455	100
MCF10A	drugD	1	2	72	0.3162	176	455	100
MCF10A	drugD	1	2	72	1	142	455	100
MCF10A	drugD	1	2	72	3.162	138	455	100
MCF10A	drugD	1	2	72	10	121	455	100
MCF7	drugA	0	1	48	0.001	362	328	153
MCF7	drugA	0	1	48	0.003162	332	328	153
MCF7	drugA	0	1	48	0.01	328	328	153
MCF7	drugA	0	1	48	0.03162	303	328	153
MCF7	drugA	0	1	48	0.1	234	328	153
MCF7	drugA	0	1	48	0.3162	219	328	153
MCF7	drugA	0	1	48	1	219	328	153
MCF7	drugA	0	1	48	3.162	183	328	153
MCF7	drugA	0	1	48	10	176	328	153
MCF7	drugB	0	1	48	0.001	311	328	153
MCF7	drugB	0	1	48	0.003162	337	328	153
MCF7	drugB	0	1	48	0.01	328	328	153
MCF7	drugB	0	1	48	0.03162	282	328	153
MCF7	drugB	0	1	48	0.1	322	328	153
MCF7	drugB	0	1	48	0.3162	321	328	153
MCF7	drugB	0	1	48	1	288	328	153
MCF7	drugB	0	1	48	3.162	220	328	153
MCF7	drugB	0	1	48	10	236	328	153
MCF7	drugC	0	1	48	0.001	359	328	153
MCF7	drugC	0	1	48	0.003162	272	328	153
MCF7	drugC	0	1	48	0.01	272	328	153
MCF7	drugC	0	1	48	0.03162	348	328	153
MCF7	drugC	0	1	48	0.1	360	328	153
MCF7	drugC	0	1	48	0.3162	273	328	153
MCF7	drugC	0	1	48	1	264	328	153
MCF7	drugC	0	1	48	3.162	226	328	153
MCF7	drugC	0	1	48	10	216	328	153
MCF7	drugD	0	1	48	0.001	357	328	153
MCF7	drugD	0	1	48	0.003162	356	328	153
MCF7	drugD	0	1	48	0.01	320	328	153
MCF7	drugD	0	1	48	0.03162	325	328	153
MCF7	drugD	0	1	48	0.1	300	328	153
MCF7	drugD	0	1	48	0.3162	295	328	153
MCF7	drugD	0	1	48	1	254	328	153
MCF7	drugD	0	1	48	3.162	280	328	153
MCF7	drugD	0	1	48	10	269	328	153
MCF7	drugA	0	2	48	0.001	288	338	153
MCF7	drugA	0	2	48	0.003162	383	338	153
MCF7	drugA	0	2	48	0.01	332	338	153
MCF7	drugA	0	2	48	0.03162	275	338	153
MCF7	drugA	0	2	48	0.1	273	338	153
MCF7	drugA	0	2	48	0.3162	243	338	153
MCF7	drugA	0	2	48	1	235	338	153
MCF7	drugA	0	2	48	3.162	204	338	153
MCF7	drugA	0	2	48	10	203	338	153
MCF7	drugB	0	2	48	0.001	399	338	153
MCF7	drugB	0	2	48	0.003162	392	338	153
MCF7	drugB	0	2	48	0.01	288	338	153
MCF7	drugB	0	2	48	0.03162	357	338	153
MCF7	drugB	0	2	48	0.1	309	338	153
MCF7	drugB	0	2	48	0.3162	386	338	153
MCF7	drugB	0	2	48	1	268	338	153
MCF7	drugB	0	2	48	3.162	187	338	153
MCF7	drugB	0	2	48	10	228	338	153
MCF7	drugC	0	2	48	0.001	344	338	153
MCF7	drugC	0	2	48	0.003162	355	338	153
MCF7	drugC	0	2	48	0.01	315	338	153
MCF7	drugC	0	2	48	0.03162	341	338	153
MCF7	drugC	0	2	48	0.1	315	338	153
MCF7	drugC	0	2	48	0.3162	341	338	153
MCF7	drugC	0	2	48	1	298	338	153
MCF7	drugC	0	2	48	3.162	255	338	153
MCF7	drugC	0	2	48	10	235	338	153
MCF7	drugD	0	2	48	0.001	397	338	153
MCF7	drugD	0	2	48	0.003162	371	338	153
MCF7	drugD	0	2	48	0.01	387	338	153
MCF7	drugD	0	2	48	0.03162	320	338	153
MCF7	drugD	0	2	48	0.1	253	338	153
MCF7	drugD	0	2	48	0.3162	306	338	153
MCF7	drugD	0	2	48	1	258	338	153
MCF7	drugD	0	2	48	3.162	284	338	153
MCF7	drugD	0	2	48	10	261	338	153
MCF7	drugA	0	1	72	0.001	476	499	153
MCF7	drugA	0	1	72	0.003162	535	499	153
MCF7	drugA	0	1	72	0.01	450	499	153
MCF7	drugA	0	1	72	0.03162	411	499	153
MCF7	drugA	0	1	72	0.1	322	499	153
MCF7	drugA	0	1	72	0.3162	251	499	153
MCF7	drugA	0	1	72	1	265	499	153
MCF7	drugA	0	1	72	3.162	257	499	153
MCF7	drugA	0	1	72	10	246	499	153
MCF7	drugB	0	1	72	0.001	402	499	153
MCF7	drugB	0	1	72	0.003162	468	499	153
MCF7	drugB	0	1	72	0.01	495	499	153
MCF7	drugB	0	1	72	0.03162	483	499	153
MCF7	drugB	0	1	72	0.1	464	499	153
MCF7	drugB	0	1	72	0.3162	488	499	153
MCF7	drugB	0	1	72	1	372	499	153
MCF7	drugB	0	1	72	3.162	243	499	153
MCF7	drugB	0	1	72	10	267	499	153
MCF7	drugC	0	1	72	0.001	430	499	153
MCF7	drugC	0	1	72	0.003162	490	499	153
MCF7	drugC	0	1	72	0.01	529	499	153
MCF7	drugC	0	1	72	0.03162	579	499	153
MCF7	drugC	0	1	72	0.1	446	499	153
MCF7	drugC	0	1	72	0.3162	523	499	153
MCF7	drugC	0	1	72	1	401	499	153
MCF7	drugC	0	1	72	3.162	306	499	153
MCF7	drugC	0	1	72	10	349	499	153
MCF7	drugD	0	1	72	0.001	484	499	153
MCF7	drugD	0	1	72	0.003162	497	499	153
MCF7	drugD	0	1	72	0.01	564	499	153
MCF7	drugD	0	1	72	0.03162	498	499	153
MCF7	drugD	0	1	72	0.1	374	499	153
MCF7	drugD	0	1	72	0.3162	369	499	153
MCF7	drugD	0	1	72	1	354	499	153
MCF7	drugD	0	1	72	3.162	306	499	153
MCF7	drugD	0	1	72	10	359	499	153
MCF7	drugA	0	2	72	0.001	479	446	153
MCF7	drugA	0	2	72	0.003162	450	446	153
MCF7	drugA	0	2	72	0.01	493	446	153
MCF7	drugA	0	2	72	0.03162	476	446	153
MCF7	drugA	0	2	72	0.1	324	446	153
MCF7	drugA	0	2	72	0.3162	237	446	153
MCF7	drugA	0	2	72	1	230	446	153
MCF7	drugA	0	2	72	3.162	239	446	153
MCF7	drugA	0	2	72	10	222	446	153
MCF7	drugB	0	2	72	0.001	468	446	153
MCF7	drugB	0	2	72	0.003162	457	446	153
MCF7	drugB	0	2	72	0.01	536	446	153
MCF7	drugB	0	2	72	0.03162	524	446	153
MCF7	drugB	0	2	72	0.1	542	446	153
MCF7	drugB	0	2	72	0.3162	508	446	153
MCF7	drugB	0	2	72	1	398	446	153
MCF7	drugB	0	2	72	3.162	302	446	153
MCF7	drugB	0	2	72	10	228	446	153
MCF7	drugC	0	2	72	0.001	540	446	153
MCF7	drugC	0	2	72	0.003162	509	446	153
MCF7	drugC	0	2	72	0.01	525	446	153
MCF7	drugC	0	2	72	0.03162	502	446	153
MCF7	drugC	0	2	72	0.1	447	446	153
MCF7	drugC	0	2	72	0.3162	543	446	153
MCF7	drugC	0	2	72	1	388	446	153
MCF7	drugC	0	2	72	3.162	264	446	153
MCF7	drugC	0	2	72	10	333	446	153
MCF7	drugD	0	2	72	0.001	522	446	153
MCF7	drugD	0	2	72	0.003162	466	446	153
MCF7	drugD	0	2	72	0.01	470	446	153
MCF7	drugD	0	2	72	0.03162	440	446	153
MCF7	drugD	0	2	72	0.1	394	446	153
MCF7	drugD	0	2	72	0.3162	351	446	153
MCF7	drugD	0	2	72	1	356	446	153
MCF7	drugD	0	2	72	3.162	364	446	153
MCF7	drugD	0	2	72	10	315	446	153
MCF7	drugA	1	1	48	0.001	282	304	152
MCF7	drugA	1	1	48	0.003162	335	304	152
MCF7	drugA	1	1	48	0.01	306	304	152
MCF7	drugA	1	1	48	0.03162	293	304	152
MCF7	drugA	1	1	48	0.1	265	304	152
MCF7	drugA	1	1	48	0.3162	196	304	152
MCF7	drugA	1	1	48	1	238	304	152
MCF7	drugA	1	1	48	3.162	174	304	152
MCF7	drugA	1	1	48	10	214	304	152
MCF7	drugB	1	1	48	0.001	314	304	152
MCF7	drugB	1	1	48	0.003162	297	304	152
MCF7	drugB	1	1	48	0.01	292	304	152
MCF7	drugB	1	1	48	0.03162	272	304	152
MCF7	drugB	1	1	48	0.1	345	304	152
MCF7	drugB	1	1	48	0.3162	356	304	152
MCF7	drugB	1	1	48	1	272	304	152
MCF7	drugB	1	1	48	3.162	223	304	152
MCF7	drugB	1	1	48	10	239	304	152
MCF7	drugC	1	1	48	0.001	317	304	152
MCF7	drugC	1	1	48	0.003162	306	304	152
MCF7	drugC	1	1	48	0.01	291	304	152
MCF7	drugC	1	1	48	0.03162	293	304	152
MCF7	drugC	1	1	48	0.1	347	304	152
MCF7	drugC	1	1	48	0.3162	342	304	152
MCF7	drugC	1	1	48	1	292	304	152
MCF7	drugC	1	1	48	3.162	197	304	152
MCF7	drugC	1	1	48	10	229	304	152
MCF7	drugD	1	1	48	0.001	254	304	152
MCF7	drugD	1	1	48	0.003162	282	304	152
MCF7	drugD	1	1	48	0.01	293	304	152
MCF7	drugD	1	1	48	0.03162	325	304	152
MCF7	drugD	1	1	48	0.1	272	304	152
MCF7	drugD	1	1	48	0.3162	260	304	152
MCF7	drugD	1	1	48	1	221	304	152
MCF7	drugD	1	1	48	3.162	210	304	152
MCF7	drugD	1	1	48	10	303	304	152
MCF7	drugA	1	2	48	0.001	336	328	152
MCF7	drugA	1	2	48	0.003162	369	328	152
MCF7	drugA	1	2	48	0.01	320	328	152
MCF7	drugA	1	2	48	0.03162	355	328	152
MCF7	drugA	1	2	48	0.1	257	328	152
MCF7	drugA	1	2	48	0.3162	217	328	152
MCF7	drugA	1	2	48	1	240	328	152
MCF7	drugA	1	2	48	3.162	219	328	152
MCF7	drugA	1	2	48	10	175	328	152
MCF7	drugB	1	2	48	0.001	312	328	152
MCF7	drugB	1	2	48	0.003162	359	328	152
MCF7	drugB	1	2	48	0.01	363	328	152
MCF7	drugB	1	2	48	0.03162	316	328	152
MCF7	drugB	1	2	48	0.1	338	328	152
MCF7	drugB	1	2	48	0.3162	299	328	152
MCF7	drugB	1	2	48	1	312	328	152
MCF7	drugB	1	2	48	3.162	268	328	152
MCF7	drugB	1	2	48	10	178	328	152
MCF7	drugC	1	2	48	0.001	351	328	152
MCF7	drugC	1	2	48	0.003162	390	328	152
MCF7	drugC	1	2	48	0.01	321	328	152
MCF7	drugC	1	2	48	0.03162	381	328	152
MCF7	drugC	1	2	48	0.1	396	328	152
MCF7	drugC	1	2	48	0.3162	313	328	152
MCF7	drugC	1	2	48	1	361	328	152
MCF7	drugC	1	2	48	3.162	258	328	152
MCF7	drugC	1	2	48	10	208	328	152
MCF7	drugD	1	2	48	0.001	340	328	152
MCF7	drugD	1	2	48	0.003162	372	328	152
MCF7	drugD	1	2	48	0.01	309	328	152
MCF7	drugD	1	2	48	0.03162	300	328	152
MCF7	drugD	1	2	48	0.1	366	328	152
MCF7	drugD	1	2	48	0.3162	285	328	152
MCF7	drugD	1	2	48	1	271	328	152
MCF7	drugD	1	2	48	3.162	256	328	152
MCF7	drugD	1	2	48	10	255	328	152
MCF7	drugA	1	1	72	0.001	456	495	152
MCF7	drugA	1	1	72	0.003162	485	495	152
MCF7	drugA	1	1	72	0.01	468	495	152
MCF7	drugA	1	1	72	0.03162	416	495	152
MCF7	drugA	1	1	72	0.1	311	495	152
MCF7	drugA	1	1	72	0.3162	274	495	152
MCF7	drugA	1	1	72	1	234	495	152
MCF7	drugA	1	1	72	3.162	236	495	152
MCF7	drugA	1	1	72	10	256	495	152
MCF7	drugB	1	1	72	0.001	404	495	152
MCF7	drugB	1	1	72	0.003162	456	495	152
MCF7	drugB	1	1	72	0.01	434	495	152
MCF7	drugB	1	1	72	0.03162	442	495	152
MCF7	drugB	1	1	72	0.1	548	495	152
MCF7	drugB	1	1	72	0.3162	410	495	152
MCF7	drugB	1	1	72	1	408	495	152
MCF7	drugB	1	1	72	3.162	277	495	152
MCF7	drugB	1	1	72	10	213	495	152
MCF7	drugC	1	1	72	0.001	425	495	152
MCF7	drugC	1	1	72	0.003162	416	495	152
MCF7	drugC	1	1	72	0.01	471	495	152
MCF7	drugC	1	1	72	0.03162	481	495	152
MCF7	drugC	1	1	72	0.1	508	495	152
MCF7	drugC	1	1	72	0.3162	469	495	152
MCF7	drugC	1	1	72	1	390	495	152
MCF7	drugC	1	1	72	3.162	326	495	152
MCF7	drugC	1	1	72	10	336	495	152
MCF7	drugD	1	1	72	0.001	505	495	152
MCF7	drugD	1	1	72	0.003162	439	495	152
MCF7	drugD	1	1	72	0.01	487	495	152
MCF7	drugD	1	1	72	0.03162	540	495	152
MCF7	drugD	1	1	72	0.1	418	495	152
MCF7	drugD	1	1	72	0.3162	362	495	152
MCF7	drugD	1	1	72	1	380	495	152
MCF7	drugD	1	1	72	3.162	334	495	152
MCF7	drugD	1	1	72	10	360	495	152
MCF7	drugA	1	2	72	0.001	453	468	152
MCF7	drugA	1	2	72	0.003162	529	468	152
MCF7	drugA	1	2	72	0.01	420	468	152
MCF7	drugA	1	2	72	0.03162	451	468	152
MCF7	drugA	1	2	72	0.1	275	468	152
MCF7	drugA	1	2	72	0.3162	289	468	152
MCF7	drugA	1	2	72	1	256	468	152
